Plant	Name of Plant	Plant Family	Virus Genome	Virus Type	Virus Family	Name of Virus	Virus Strain	Type of Extract	Active Class	Actve Compound	Title of Paper	Name of Author	Reference of Journal	PMID No.
	Potentilla anserine	Rosaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)		Ethanol extract	Triterpenoid saponin		Anti-hepatitis B virus activities of triterpenoid saponin compound from Potentilla anserine L	Zhao YL. et. al.	Phytomedicine. 2008 Apr;15(4):253-8	18337074
	Potentilla anserine	Rosaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)		Ethanol extract	Triterpenoid saponin		Anti-hepatitis B virus activities of triterpenoid saponin compound from Potentilla anserine L	Zhao YL. et. al.	Phytomedicine. 2008 Apr;15(4):253-8	18337074
	Oenanthe javanica	Apiaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)			Flavones		Effect of Oenanthe javanica flavone on human and duck hepatitis B virus infection	Wang WN. et. al.	Acta Pharmacol Sin. 2005 May;26(5):587-92	15842778
	Oenanthe javanica	Apiaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)			Flavones		Effect of Oenanthe javanica flavone on human and duck hepatitis B virus infection	Wang WN. et. al.	Acta Pharmacol Sin. 2005 May;26(5):587-92	15842778
	Abelmoschus manihot	Malvaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)				Hyperoside	In vivo and in vitro antiviral activity of hyperoside extracted from Abelmoschus manihot (L) medik	Wu LL. et. al.	Acta Pharmacol Sin. 2007 Mar;28(3):404-9	17303004
Angiosperm(Phanerogams)	Calophyllum brasiliense	Calophyllaceae	RNA	Class VI	Retroviridae	HIV		Acetone extract, Hexane extract and Methanol extract		Dipyranocoumarins: calanolides A and B, soulattrolide	HIV-1 inhibitory compounds from Calophyllum brasiliense leaves	Huerta-Reyes M. et. al.	Biol Pharm Bull. 2004 Sep;27(9):1471-5	15340243
Angiosperm(Phanerogams)	Calophyllum coumarins	Calophyllaceae	RNA	Class VI	Retroviridae	HIV				Xanthones, Chromene acids	Inhibition of HIV-1 reverse transcriptase and HIV-1 replication by Calophyllum coumarins and xanthones	Dharmaratne HR. et. al.	Planta Med. 2002 Jan;68(1):86-7	11842340
Angiosperm(Phanerogams)	Calophyllum xanthones	Calophyllaceae	RNA	Class VI	Retroviridae	HIV				Xanthones, Chromene acids	Inhibition of HIV-1 reverse transcriptase and HIV-1 replication by Calophyllum coumarins and xanthones	Dharmaratne HR. et. al.	Planta Med. 2002 Jan;68(1):86-7	11842340
	Cladosiphon okamuranus	Chordariaceae				CDV			Sulfated polysaccharides		In vitro anti-canine distemper virus activity of fucoidan extracted from the brown alga Cladosiphon okamuranus	Trejo-Avila LM. et. al.	Virusdisease. 2014 Dec;25(4):474-80. doi: 10	25674625
	Cladosiphon okamuranus	Chordariaceae				DENV			Sulfated polysaccharides		Structure and anti-dengue virus activity of sulfated polysaccharide from a marine alga	Hidari KL. et. al.	Biochem Biophys Res Commun. 2008 Nov 7;376(1):91-5	18762172
	Sargassum horneri	Sargassaceae	DNA	Class I	Herpesviridae	HSV		Hot water extract	Sulfated polysaccharides		An antivirally active sulfated polysaccharide from Sargassum horneri (TURNER) C. AGARDH.	Hoshino T. et. al.	Biol Pharm Bull. 1998 Jul;21(7):730-4	9703258
	Sargassum horneri	Sargassaceae	DNA		Herpesviridae	CMV		Hot water extract	Sulfated polysaccharides		An antivirally active sulfated polysaccharide from Sargassum horneri (TURNER) C. AGARDH.	Hoshino T. et. al.	Biol Pharm Bull. 1998 Jul;21(7):730-4	9703258
Phaeophyta	Sargassum horneri	Sargassaceae	RNA	Class VI	Retroviridae	HIV		Hot water extract	Sulfated polysaccharides		An antivirally active sulfated polysaccharide from Sargassum horneri (TURNER) C. AGARDH.	Hoshino T. et. al.	Biol Pharm Bull. 1998 Jul;21(7):730-4	9703258
	Sargassum horneri	Sargassaceae	DNA	Class I	Herpesviridae	HSV		Hot water extract		Fucan sulfate (Hor-1)	A novel antivirally active fucan sulfate derived from an edible brown alga, Sargassum horneri	Preeprame S. et. al.	Chem Pharm Bull (Tokyo). 2001 Apr;49(4):484-5	11310680
	Sargassun patens	Sargassaceae	DNA	Class I	Herpesviridae	HSV		Hot water extract			Isolation and characterization of a sulfated polysaccharide from the brown alga Sargassum patens and determination of its anti-herpes activity	Zhu W. et. al.	Biochem Cell Biol. 2003 Feb;81(1):25-33	12683633
	Sargassun patens	Sargassaceae	DNA	Class I	Herpesviridae	HSV		Hot water extract			Isolation and characterization of a sulfated polysaccharide from the brown alga Sargassum patens and determination of its anti-herpes activity	Zhu W. et. al.	Biochem Cell Biol. 2003 Feb;81(1):25-33	12683633
	Monostroma latissimum	Monostromataceae	DNA	Class I	Herpesviridae	HSV				Rhamnan sulfate	Antiviral activities against HSV-1, HCMV, and HIV-1 of rhamnan sulfate from Monostroma latissimum	Lee JB. et. al.	Planta Med. 1999 Jun;65(5):439-41	10418331
	Monostroma latissimum	Monostromataceae	DNA		Herpesviridae	CMV				Rhamnan sulfate	Antiviral activities against HSV-1, HCMV, and HIV-1 of rhamnan sulfate from Monostroma latissimum	Lee JB. et. al.	Planta Med. 1999 Jun;65(5):439-41	10418331
Chlorophyta	Monostroma latissimum	Monostromataceae	RNA	Class VI	Retroviridae	HIV				Rhamnan sulfate	Antiviral activities against HSV-1, HCMV, and HIV-1 of rhamnan sulfate from Monostroma latissimum	Lee JB. et. al.	Planta Med. 1999 Jun;65(5):439-41	10418331
	Caulerpa racemosa	Caulerpaceae	DNA	Class I	Herpesviridae	HSV		Hot water extract	Sulfated polysaccharides		In vitro anti-herpetic activity of sulfated polysaccharide fractions from Caulerpa racemosa	Ghosh P. et. al.	Phytochemistry. 2004 Dec;65(23):3151-7	15541745
	Caulerpa racemosa	Caulerpaceae	DNA	Class I	Herpesviridae	HSV		Hot water extract	Sulfated polysaccharides		In vitro anti-herpetic activity of sulfated polysaccharide fractions from Caulerpa racemosa	Ghosh P. et. al.	Phytochemistry. 2004 Dec;65(23):3151-7	15541745
	Monostroma latissimum	Monostromataceae				EV				Sulfated rhamnan	Antiviral activity against enterovirus 71 of sulfated rhamnan isolated from the green alga Monostroma latissimum	Wang S. et. al.	Carbohydr Polym. 2018 Nov 15;200:43-53	30177184
	Scinaia hatei	Rhodophyceae	DNA	Class I	Herpesviridae	HSV		Crude aqueous extract		Sulfated xylomannan	Anti-herpetic activity of a sulfated xylomannan from Scinaia hatei	Mandal P. et. al.	Phytochemistry. 2008 Aug;69(11):2193-9	18572208
	Grateloupia indica	Halymeniaceae	DNA	Class I	Herpesviridae	HSV		Crude aqueous extract		Galactan sulfate	Galactan sulfate of Grateloupia indica: Isolation, structural features and antiviral activity	Chattopadhyay K. et. al.	Phytochemistry. 2007 May;68(10):1428-35. Epub 2007 Apr 23	17451760
	Schizymenia binderi	Rodophyceae	DNA	Class I	Herpesviridae	HSV		Aqueous extract		Uronic acids	Structural analysis and antiviral activity of a sulfated galactan from the red seaweed Schizymenia binderi (Gigartinales, Rhodophyta)	Matsuhiro. et. al.	Carbohydr Res. 2005 Oct 31;340(15):2392-402	16125685
	Schizymenia binderi	Rodophyceae	DNA	Class I	Herpesviridae	HSV		Aqueous extract		Uronic acids	Structural analysis and antiviral activity of a sulfated galactan from the red seaweed Schizymenia binderi (Gigartinales, Rhodophyta)	Matsuhiro. et. al.	Carbohydr Res. 2005 Oct 31;340(15):2392-402	16125685
	Adenocystis utricularis	Adenocystaceae	DNA	Class I	Herpesviridae	HSV				Galactofucans	Fucoidans from the brown seaweed Adenocystis utricularis: extraction methods, antiviral activity and structural studies	Ponce NM. et. al.	Carbohydr Res. 2003 Jan 20;338(2):153-65	12526839
	Adenocystis utricularis	Adenocystaceae	DNA	Class I	Herpesviridae	HSV				Galactofucans	Fucoidans from the brown seaweed Adenocystis utricularis: extraction methods, antiviral activity and structural studies	Ponce NM. et. al.	Carbohydr Res. 2003 Jan 20;338(2):153-65	12526839
	Dictyota dichotoma	Dictyotaceae	DNA	Class I	Herpesviridae	HSV				Fucoidans, Galactofucans	The system of fucoidans from the brown seaweed Dictyota dichotoma: chemical analysis and antiviral activity	Rabanal M. et. al.	Carbohydr Polym. 2014 Jan 30;101:804-1	24299842
	Dictyota dichotoma	Dictyotaceae	RNA	Class IV	Picornaviridae	Cox				Fucoidans, Galactofucans	The system of fucoidans from the brown seaweed Dictyota dichotoma: chemical analysis and antiviral activity	Rabanal M. et. al.	Carbohydr Polym. 2014 Jan 30;101:804-1	24299842
	Polygonum cuspidatum	Polygonaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)		Aqueous extract			Ethanol extract of Polygonum cuspidatum inhibits hepatitis B virus in a stable HBV-producing cell line	Adhikari U. et. al.	Phytochemistry. 2006 Nov;67(22):2474-82	17067880
	Bupleurum	Apiaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)				Saikosaponins(C,D)	Cytotoxicity and anti-hepatitis B virus activities of saikosaponins from Bupleurum species	Chiang LC. et. al.	Planta Med. 2003 Aug;69(8):705-9	4531019
	Silybum marianum	Asteraceae	RNA	Class IV	Flaviviridae	HCV				Silymarin	Inhibition of T-cell inflammatory cytokines, hepatocyte NF-kappaB signaling, and HCV infection by standardized Silymarin	Polyak SJ. et. al.	astroenterology. 2007 May;132(5):1925-36	17484885
	Curcuma longa	Zingiberaceae	RNA	Class IV	Flaviviridae	HCV				Curcumin	Curcumin inhibits hepatitis C virus replication via suppressing the Akt-SREBP-1 pathway	Kim K. et. al.	FEBS Lett. 2010 Feb 19;584(4):707-12	20026048
	Curcuma longa	Zingiberaceae	RNA	Class V	Orthomyxoviridae	Influenza virus				Curcumin	Curcumin inhibits hepatitis C virus replication via suppressing the Akt-SREBP-1 pathway	Kim K. et. al.	FEBS Lett. 2010 Feb 19;584(4):707-12	20026048
	Curcuma longa	Zingiberaceae				DENV				Curcumin	Curcumin inhibits hepatitis C virus replication via suppressing the Akt-SREBP-1 pathway	Kim K. et. al.	FEBS Lett. 2010 Feb 19;584(4):707-12	20026048
	Curcuma longa	Zingiberaceae	RNA	Class IV	Picornaviridae	Cox				Curcumin	Curcumin inhibits hepatitis C virus replication via suppressing the Akt-SREBP-1 pathway	Kim K. et. al.	FEBS Lett. 2010 Feb 19;584(4):707-12	20026048
Angiosperm(Phanerogams)	Curcuma longa	Zingiberaceae	RNA	Class VI	Retroviridae	HIV				Curcumin	Curcumin inhibits hepatitis C virus replication via suppressing the Akt-SREBP-1 pathway	Kim K. et. al.	FEBS Lett. 2010 Feb 19;584(4):707-12	20026048
	Camellia sinensis	Theaceae	RNA	Class IV	Flaviviridae	HCV				epigallocatechin-3-gallate	The green tea polyphenol, epigallocatechin-3-gallate, inhibits hepatitis C virus entry	Ciesek S. et. al.	Hepatology. 2011 Dec;54(6):1947-55	21837753
	Rosae Rugosae Flos	Rosaceae	RNA	Class IV	Flaviviridae	HCV				Tellimagrandin I	Tellimagrandin I, HCV invasion inhibitor from Rosae Rugosae Flos	Tamura S. et. al.	Bioorg Med Chem Lett. 2010 Mar 1;20(5):1598-600	20144544
	Marrubium peregrinum L	Lamiaceae	RNA	Class IV	Flaviviridae	HCV				ladanein (BJ486K)	A plant-derived flavonoid inhibits entry of all HCV genotypes into human hepatocytes	Haid S. et. al.	Gastroenterology. 2012 Jul;143(1):213-22	22465429
	Pueraria lobata Ohwi	Fabaceae				RSV					Water extract of Pueraria lobata Ohwi has anti-viral activity against human respiratory syncytial virus in human respiratory tract cell lines	Lin TJ. et. al.	Kaohsiung J Med Sci. 2013 Dec;29(12):651-7	24296052
	Psidium guajava	Myrtaceae	RNA	Class V	Orthomyxoviridae	Influenza virus					Antiviral effects of Psidium guajava Linn. (guava) tea on the growth of clinical isolated Influenza virus viruses: its role in viral hemagglutination and neuraminidase inhibition	Sriwilaijaroen N. et. al.	Antiviral Res. 2012 May;94(2):139-46. doi: 10	22453134
	Polygonum cuspidatum	Polygonaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)		Ethanol extract			Ethanol extract of Polygonum cuspidatum inhibits hepatitis B virus in a stable HBV-producing cell line	Chang JS. et. al.	Antiviral Res. 2005 Apr;66(1):29-34	15781129
	Viola yedoensis	Violaceae	RNA	Class IV	Flaviviridae	HCV				Coumarins	Isolation, Identification, Quantification and Inhibitory Activity on HCV Protease of Coumarins from Viola	Lin Zhang. et. al.	Canadian Chemical Transactions ,Year 2013 | Volume 1 | Issue 3 | Page 157-164	
Angiosperm(Phanerogams)	Prunella vulgaris	Lamiaceae	RNA	Class VI	Retroviridae	HIV					Identification of inhibitors of the HIV-1 gp41 six-helix bundle formation from extracts of Chinese medicinal herbs Prunella vulgaris and Rhizoma cibotte	Liu S. et. al.	Life Sci. 2002 Aug 30;71(15):1779-91	12151056
Pteridopsida	Rhizoma cibotte	Cibotiaceae	RNA	Class VI	Retroviridae	HIV					Identification of inhibitors of the HIV-1 gp41 six-helix bundle formation from extracts of Chinese medicinal herbs Prunella vulgaris and Rhizoma cibotte	Liu S. et. al.	Life Sci. 2002 Aug 30;71(15):1779-91	12151056
	Lamium album	lamiaceae	RNA	Class IV	Flaviviridae	HCV				Lamiridosins	Lamiridosins, hepatitis C virus entry inhibitors from Lamium album	Zhang H. et. al.	J Nat Prod. 2009 Dec;72(12):2158-62	19904996
Angiosperm(Phanerogams)	Acacia nilotica	Fabaceae	RNA	Class VI	Retroviridae	HIV		Methanol extract			Inhibitory effects of Sudanese plant extracts on HIV-1 replication and HIV-1	Hussein G. et. al.	Phytother Res. 1999 Feb;13(1):31-6	10189947
Angiosperm(Phanerogams)	Maytenus senegalensis	Celastraceae	RNA	Class VI	Retroviridae	HIV		Methanol extract			Inhibitory effects of Sudanese plant extracts on HIV-1 replication and HIV-1	Hussein G. et. al.	Phytother Res. 1999 Feb;13(1):31-6	10189947
	Euphorbia jolkini	Euphorbiaceae	DNA	Class I	Herpesviridae	HSV				Putranjivain A	Putranjivain A from Euphorbia jolkini inhibits both virus entry and late stage replication of herpes simplex virus type 2 in vitro	Cheng HY. et. al.	J Antimicrob Chemother. 2004 Apr;53(4):577-83. Epub 2004 Mar 3	14998984
	Euphorbia thymifolia	Euphorbiaceae	DNA	Class I	Herpesviridae	HSV		Ethyl acetate extract		3-O-galloyl-4,6-(S)-hexahydroxydiphenoyl-d-glucose (3OG46HG)	Euphorbia thymifolia suppresses herpes simplex virus-2 infection by directly inactivating virus infectivity	Yang CM. et. al.	Clin Exp Pharmacol Physiol. 2005 May-Jun;32(5-6):346-9	15854140
	Terminalia arjuna	Combretaceae	DNA	Class I	Herpesviridae	HSV				Casuarinin	Antiherpes simplex virus type 2 activity of casuarinin from the bark of Terminalia arjuna Linn	Cheng HY. et. al.	Antiviral Res. 2002 Sep;55(3):447-55	12206882
	Nyctanthes arbortristis	Oleaceae				ECMV		Ethanol extract		Arbortristoside A, Arbortristoside C	Antiviral profile of Nyctanthes arbortristis L. against encephalitis causing viruses	Gupta P. et. al.	Indian J Exp Biol. 2005 Dec;43(12):1156-60	16359127
Angiosperms	Nyctanthes arbortristis	Oleaceae	RNA	Class IV	Togaviridae	SFV (Semliki Forest Virus)		Ethanol extract		Arbortristoside A, Arbortristoside C	Antiviral profile of Nyctanthes arbortristis L. against encephalitis causing viruses	Gupta P. et. al.	Indian J Exp Biol. 2005 Dec;43(12):1156-60	16359127
	Nicotiana benthamiana	Solanaceae				Tomato ringspot virus				Argonaute 2	Expression and antiviral function of ARGONAUTE 2 in Nicotiana benthamiana plants infected with two isolates of tomato ringspot virus with varying degrees of virulence	Paudel DB. et. al.	Virology. 2018 Sep 5;524:127-139	30195250
	Aesculus hippocastanum	Sapindaceae	DNA	Class I	Herpesviridae	HSV				β-escin	Virucidal, antiviral and immunomodulatory activities of β-escin and Aesculus hippocastanum extract	Michelini FM. et. al.	J Pharm Pharmacol. 2018 Nov;70(11):1561-1571	30168142
Angiosperm(Phanerogams)	Aesculus hippocastanum	Sapindaceae	RNA	Class V	Rhabdoviridae	VSV (Vesicular Stomatitis Virus)				β-escin	Virucidal, antiviral and immunomodulatory activities of β-escin and Aesculus hippocastanum extract	Michelini FM. et. al.	J Pharm Pharmacol. 2018 Nov;70(11):1561-1571	30168142
	Aesculus hippocastanum	Sapindaceae				DENV				β-escin	Virucidal, antiviral and immunomodulatory activities of β-escin and Aesculus hippocastanum extract	Michelini FM. et. al.	J Pharm Pharmacol. 2018 Nov;70(11):1561-1571	30168142
	Hypericum mysorense	Hypericaceae	DNA	Class I	Herpesviridae	HSV					Antiviral activity of medicinal plants of Nilgiris	Vijayan P. et. al.	Indian J Med Res. 2004 Jul;120(1):24-9	15299228
	Hypericum hookerianum	Hypericaceae	DNA	Class I	Herpesviridae	HSV					Antiviral activity of medicinal plants of Nilgiris	Vijayan P. et. al.	Indian J Med Res. 2004 Jul;120(1):24-9	15299228
	Melia dubia	Meliaceae	DNA	Class I	Herpesviridae	HSV					Antiviral activity of medicinal plants of Nilgiris	Vijayan P. et. al.	Indian J Med Res. 2004 Jul;120(1):24-9	15299228
	Cryptostegia grandiflora	Apocynaceae	DNA	Class I	Herpesviridae	HSV					Antiviral activity of medicinal plants of Nilgiris	Vijayan P. et. al.	Indian J Med Res. 2004 Jul;120(1):24-9	15299228
	Rosmarinus officinalis	lamiaceae	DNA	Class I	Herpesviridae	HSV					Antiviral activity of medicinal plants of Nilgiris	Vijayan P. et. al.	Indian J Med Res. 2004 Jul;120(1):24-9	15299228
	Geranium sanguineum L	Geraniaceae	DNA	Class I	Herpesviridae	HSV		Aqueous extract			Antiherpes virus activity of extracts from the medicinal plant Geranium sanguineum L	Serkedjieva J. et. al.	J Ethnopharmacol. 1999 Jan;64(1):59-68	10075123
	Ceramium rubrum	Ceramiaceae	RNA	Class V	Orthomyxoviridae	Influenza virus					Antiviral activity of the red marine alga Ceramium rubrum	Serkedjieva J. et. al.	Z Naturforsch C. 2000 Sep-Oct;55(9-10):830-	11098839
	Ceramium rubrum	Ceramiaceae	RNA	Class V	Orthomyxoviridae	Influenza virus					Antiviral activity of the red marine alga Ceramium rubrum	Serkedjieva J. et. al.	Z Naturforsch C. 2000 Sep-Oct;55(9-10):830-	11098839
	Diospyros kaki	Ebenaceae	RNA	Class V	Orthomyxoviridae	Influenza virus			Tannins		Inactivation of pathogenic viruses by plant-derived tannins: strong effects of extracts from persimmon (Diospyros kaki) on a broad range of viruses	Ueda K. et. al.	PLoS One. 2013;8(1):e55343. doi: 10.1371/journal.pone.0055343. Epub 2013 Jan 25	23372851
	Diospyros kaki	Ebenaceae	RNA	Class V	Orthomyxoviridae	Influenza virus			Tannins		Inactivation of pathogenic viruses by plant-derived tannins: strong effects of extracts from persimmon (Diospyros kaki) on a broad range of viruses	Ueda K. et. al.	PLoS One. 2013;8(1):e55343. doi: 10.1371/journal.pone.0055343. Epub 2013 Jan 25	23372851
	Diospyros kaki	Ebenaceae	DNA	Class I	Herpesviridae	HSV			Tannins		Inactivation of pathogenic viruses by plant-derived tannins: strong effects of extracts from persimmon (Diospyros kaki) on a broad range of viruses	Ueda K. et. al.	PLoS One. 2013;8(1):e55343. doi: 10.1371/journal.pone.0055343. Epub 2013 Jan 25	23372851
Angiosperm(Phanerogams)	Diospyros kaki	Ebenaceae	RNA	Class V	Rhabdoviridae	VSV (Vesicular Stomatitis Virus)			Tannins		Inactivation of pathogenic viruses by plant-derived tannins: strong effects of extracts from persimmon (Diospyros kaki) on a broad range of viruses	Ueda K. et. al.	PLoS One. 2013;8(1):e55343. doi: 10.1371/journal.pone.0055343. Epub 2013 Jan 25	23372851
	Diospyros kaki	Ebenaceae				SeV			Tannins		Inactivation of pathogenic viruses by plant-derived tannins: strong effects of extracts from persimmon (Diospyros kaki) on a broad range of viruses	Ueda K. et. al.	PLoS One. 2013;8(1):e55343. doi: 10.1371/journal.pone.0055343. Epub 2013 Jan 25	23372851
Angiosperm(Phanerogams)	Diospyros kaki	Ebenaceae	RNA	Class V	Paramyxoviridae	NDV			Tannins		Inactivation of pathogenic viruses by plant-derived tannins: strong effects of extracts from persimmon (Diospyros kaki) on a broad range of viruses	Ueda K. et. al.	PLoS One. 2013;8(1):e55343. doi: 10.1371/journal.pone.0055343. Epub 2013 Jan 25	23372851
	Diospyros kaki	Ebenaceae			Picornaviridae	Poliovirus			Tannins		Inactivation of pathogenic viruses by plant-derived tannins: strong effects of extracts from persimmon (Diospyros kaki) on a broad range of viruses	Ueda K. et. al.	PLoS One. 2013;8(1):e55343. doi: 10.1371/journal.pone.0055343. Epub 2013 Jan 25	23372851
	Diospyros kaki	Ebenaceae	RNA	Class IV	Picornaviridae	Cox			Tannins		Inactivation of pathogenic viruses by plant-derived tannins: strong effects of extracts from persimmon (Diospyros kaki) on a broad range of viruses	Ueda K. et. al.	PLoS One. 2013;8(1):e55343. doi: 10.1371/journal.pone.0055343. Epub 2013 Jan 25	23372851
	Diospyros kaki	Ebenaceae				ADV			Tannins		Inactivation of pathogenic viruses by plant-derived tannins: strong effects of extracts from persimmon (Diospyros kaki) on a broad range of viruses	Ueda K. et. al.	PLoS One. 2013;8(1):e55343. doi: 10.1371/journal.pone.0055343. Epub 2013 Jan 25	23372851
Angiosperm(Phanerogams)	Diospyros kaki	Ebenaceae	RNA	Class III	Reoviridae	Rotavirus			Tannins		Inactivation of pathogenic viruses by plant-derived tannins: strong effects of extracts from persimmon (Diospyros kaki) on a broad range of viruses	Ueda K. et. al.	PLoS One. 2013;8(1):e55343. doi: 10.1371/journal.pone.0055343. Epub 2013 Jan 25	23372851
	Diospyros kaki	Ebenaceae				Feline calicivirus			Tannins		Inactivation of pathogenic viruses by plant-derived tannins: strong effects of extracts from persimmon (Diospyros kaki) on a broad range of viruses	Ueda K. et. al.	PLoS One. 2013;8(1):e55343. doi: 10.1371/journal.pone.0055343. Epub 2013 Jan 25	23372851
	Diospyros kaki	Ebenaceae				Mouse Norvirus			Tannins		Inactivation of pathogenic viruses by plant-derived tannins: strong effects of extracts from persimmon (Diospyros kaki) on a broad range of viruses	Ueda K. et. al.	PLoS One. 2013;8(1):e55343. doi: 10.1371/journal.pone.0055343. Epub 2013 Jan 25	23372851
	Ardisia chinensis benth	Primulaceae	RNA	Class IV	Picornaviridae	Cox					Antiviral activity and constituent of Ardisia chinensis benth against coxsackie B3 virus	Su M. et. al.	Phytother Res. 2006 Aug;20(8):634-9	16775812
	Lobelia chinensis	Campanulaceae	DNA	Class I	Herpesviridae	HSV		Methanol extract			Efficacy of orally administered Lobelia chinensis extracts on herpes simplex virus type 1 infection in BALB/c mice	Kuo YC. et. al.	Antiviral Res. 2008 Nov;80(2):206-12	18621082
	Schefflera heptaphylla	Araliaceae				RSV				Frodin	Antiviral triterpenoids from the medicinal plant Schefflera heptaphylla	Li Y. et. al.	Phytother Res. 2007 May;21(5):466-70	17357972
	Schefflera heptaphylla	Araliaceae	RNA	Class V	Orthomyxoviridae	Influenza virus				Frodin	Antiviral triterpenoids from the medicinal plant Schefflera heptaphylla	Li Y. et. al.	Phytother Res. 2007 May;21(5):466-70	17357972
	Schefflera heptaphylla	Araliaceae	RNA	Class IV	Picornaviridae	Cox				Frodin	Antiviral triterpenoids from the medicinal plant Schefflera heptaphylla	Li Y. et. al.	Phytother Res. 2007 May;21(5):466-70	17357972
	Schefflera heptaphylla	Araliaceae	DNA	Class I	Herpesviridae	HSV				Frodin	Antiviral triterpenoids from the medicinal plant Schefflera heptaphylla	Li Y. et. al.	Phytother Res. 2007 May;21(5):466-70	17357972
	Pithecellobium clypearia	Fabaceae				RSV		Methanol extract		7-O-galloyltricetifavan (1) and 7,4'-di-O-galloyltricetifavan (2)	Antiviral flavans from the leaves of Pithecellobium clypearia	Li Y. et. al.	J Nat Prod. 2006 May;69(5):833-5	16724853
	Pithecellobium clypearia	Fabaceae	RNA	Class V	Orthomyxoviridae	Influenza virus		Methanol extract		7-O-galloyltricetifavan (1) and 7,4'-di-O-galloyltricetifavan (2)	Antiviral flavans from the leaves of Pithecellobium clypearia	Li Y. et. al.	J Nat Prod. 2006 May;69(5):833-5	16724853
	Pithecellobium clypearia	Fabaceae	RNA	Class IV	Picornaviridae	Cox		Methanol extract		7-O-galloyltricetifavan (1) and 7,4'-di-O-galloyltricetifavan (2)	Antiviral flavans from the leaves of Pithecellobium clypearia	Li Y. et. al.	J Nat Prod. 2006 May;69(5):833-5	16724853
	Pithecellobium clypearia	Fabaceae	DNA	Class I	Herpesviridae	HSV		Methanol extract		7-O-galloyltricetifavan (1) and 7,4'-di-O-galloyltricetifavan (2)	Antiviral flavans from the leaves of Pithecellobium clypearia	Li Y. et. al.	J Nat Prod. 2006 May;69(5):833-5	16724853
	Raoulia australis	Asteraceae				Retrovirus				Raoulic acid	Antiviral activity of raoulic acid from Raoulia australis against Picornaviruses	Choi HJ. et. al.	Phytomedicine. 2009 Jan;16(1):35-9	19097770
	Raoulia australis	Asteraceae				Retrovirus				Raoulic acid	Antiviral activity of raoulic acid from Raoulia australis against Picornaviruses	Choi HJ. et. al.	Phytomedicine. 2009 Jan;16(1):35-9	19097770
	Raoulia australis	Asteraceae	RNA	Class IV	Picornaviridae	Cox				Raoulic acid	Antiviral activity of raoulic acid from Raoulia australis against Picornaviruses	Choi HJ. et. al.	Phytomedicine. 2009 Jan;16(1):35-9	19097770
	Raoulia australis	Asteraceae	RNA	Class IV	Picornaviridae	Cox				Raoulic acid	Antiviral activity of raoulic acid from Raoulia australis against Picornaviruses	Choi HJ. et. al.	Phytomedicine. 2009 Jan;16(1):35-9	19097770
	Raoulia australis	Asteraceae				EV				Raoulic acid	Antiviral activity of raoulic acid from Raoulia australis against Picornaviruses	Choi HJ. et. al.	Phytomedicine. 2009 Jan;16(1):35-9	19097770
	Trollius chinensis	Ranunculaceae	RNA	Class V	Orthomyxoviridae	Influenza virus				C-glycosides, trollisin I (= (1S)-1,5-anhydro-1-[2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxy-4-oxo-4H-[1]benzopyran-8-yl]-2-O-(2-methylbutanoyl)-D-glucitol, 2-O-benzoyl congener trollisin II	Antiviral flavonoid-type C-glycosides from the flowers of Trollius chinensis	Cai SQ. et. al.	Chem Biodivers. 2006 Mar;3(3):343-8	17193271
	Aesculus chinensis	Sapindaceae				RSV		Ethanol extract			Antiviral flavonoids from the seeds of Aesculus chinensis	Wei F. et. al.	J Nat Prod. 2004 Apr;67(4):650-3	15104496
	Aesculus chinensis	Sapindaceae				Parainfluenza virus		Ethanol extract			Antiviral flavonoids from the seeds of Aesculus chinensis	Wei F. et. al.	J Nat Prod. 2004 Apr;67(4):650-3	15104496
	Aesculus chinensis	Sapindaceae	RNA	Class V	Orthomyxoviridae	Influenza virus		Ethanol extract			Antiviral flavonoids from the seeds of Aesculus chinensis	Wei F. et. al.	J Nat Prod. 2004 Apr;67(4):650-3	15104496
	Bupleurum kaoi	Apiaceae	RNA	Class IV	Picornaviridae	Cox					Bupleurum kaoi inhibits Coxsackie B virus type 1 infection of CCFS-1 cells by induction of type I interferons expression	Cheng PW. et. al.	Food Chem Toxicol. 2007 Jan;45(1):24-31	17052829
	Raoulia australis	Asteraceae				Retrovirus					Anti-human rhinovirus activity of raoulic acid from Raoulia australis	Choi HJ. et. al.	J Med Food. 2010 Apr;13(2):326-8	20412019
	Ocimum basilicum	Lamiaceae	DNA	Class I	Herpesviridae	HSV		Crude ethanol extract			Antiviral activities of extracts and selected pure constituents of Ocimum basilicum	Chiang LC. et. al.	Clin Exp Pharmacol Physiol. 2005 Oct;32(10):811-6	16173941
